Market Dataset,ecoinvent location,Market group location,Peak power (kWp),Installation,Technology,Placement,Build,Placement2,Annual production
"market for electricity, high voltage",PT,WEU,93, slanted-roof , single-Si, panel, mounted, on roof,991.32
"market for electricity, high voltage",PT,WEU,156, flat-roof , multi-Si, on roof,,,991.32
"market for electricity, high voltage",PT,WEU,156, flat-roof , single-Si, on roof,,,991.32
"market for electricity, high voltage",PT,WEU,570, open ground , CIS, on open ground,,,1171.76
"market for electricity, high voltage",PT,WEU,570, open ground , CdTe, on open ground,,,1211.26
"market for electricity, high voltage",PT,WEU,570, open ground , micro-Si, on open ground,,,1203.59
"market for electricity, high voltage",PT,WEU,570, open ground , multi-Si, on open ground,,,1203.59
"market for electricity, high voltage",PT,WEU,570, open ground , single-Si, on open ground,,,1203.59
"market for electricity, high voltage",PT,WEU,93, slanted-roof , multi-Si, laminated, integrated, on roof,991.32
"market for electricity, high voltage",PT,WEU,93, slanted-roof , multi-Si, panel, mounted, on roof,991.32
"market for electricity, high voltage",PT,WEU,93, slanted-roof , single-Si, laminated, integrated, on roof,991.32
"market for electricity, high voltage",PT,WEU,93, slanted-roof , single-Si, panel, mounted, on roof,991.32
"market for electricity, high voltage",PT,WEU,156, flat-roof , multi-Si, on roof,,,991.32
"market for electricity, high voltage",PT,WEU,156, flat-roof , single-Si, on roof,,,991.32
"market for electricity, high voltage",PT,WEU,570, open ground , CIS, on open ground,,,1171.76
"market for electricity, high voltage",PT,WEU,570, open ground , CdTe, on open ground,,,1211.26
"market for electricity, high voltage",PT,WEU,570, open ground , micro-Si, on open ground,,,1203.59
"market for electricity, high voltage",PT,WEU,570, open ground , multi-Si, on open ground,,,1203.59
"market for electricity, high voltage",PT,WEU,570, open ground , single-Si, on open ground,,,1203.59
"market for electricity, high voltage",PT,WEU,93, slanted-roof , multi-Si, laminated, integrated, on roof,991.32
"market for electricity, high voltage",PT,WEU,93, slanted-roof , multi-Si, panel, mounted, on roof,991.32
"market for electricity, high voltage",PT,WEU,93, slanted-roof , single-Si, laminated, integrated, on roof,991.32
"market for electricity, high voltage",PT,WEU,93, slanted-roof , single-Si, panel, mounted, on roof,991.32
"market for electricity, high voltage",PT,WEU,156, flat-roof , multi-Si, on roof,,,991.32
"market for electricity, high voltage",PT,WEU,156, flat-roof , single-Si, on roof,,,991.32
"market for electricity, high voltage",PT,WEU,570, open ground , CIS, on open ground,,,1171.76
"market for electricity, high voltage",PT,WEU,570, open ground , CdTe, on open ground,,,1211.26
"market for electricity, high voltage",PT,WEU,570, open ground , micro-Si, on open ground,,,1203.59
"market for electricity, high voltage",PT,WEU,570, open ground , multi-Si, on open ground,,,1203.59
"market for electricity, high voltage",PT,WEU,570, open ground , single-Si, on open ground,,,1203.59
"market for electricity, high voltage",PT,WEU,93, slanted-roof , multi-Si, laminated, integrated, on roof,991.32
"market for electricity, high voltage",PT,WEU,93, slanted-roof , multi-Si, panel, mounted, on roof,991.32
"market for electricity, high voltage",PT,WEU,93, slanted-roof , single-Si, laminated, integrated, on roof,991.32
"market for electricity, high voltage",PT,WEU,93, slanted-roof , single-Si, panel, mounted, on roof,991.32
"market for electricity, high voltage",PT,WEU,156, flat-roof , multi-Si, on roof,,,991.32
"market for electricity, high voltage",PT,WEU,156, flat-roof , single-Si, on roof,,,991.32
"market for electricity, high voltage",PT,WEU,570, open ground , CIS, on open ground,,,1171.76
"market for electricity, high voltage",PT,WEU,570, open ground , CdTe, on open ground,,,1211.26
"market for electricity, high voltage",PT,WEU,570, open ground , micro-Si, on open ground,,,1203.59
"market for electricity, high voltage",PT,WEU,570, open ground , multi-Si, on open ground,,,1203.59
"market for electricity, high voltage",PT,WEU,570, open ground , single-Si, on open ground,,,1203.59
"market for electricity, high voltage",PT,WEU,93, slanted-roof , multi-Si, laminated, integrated, on roof,991.32
"market for electricity, high voltage",PT,WEU,93, slanted-roof , multi-Si, panel, mounted, on roof,991.32
"market for electricity, high voltage",PT,WEU,93, slanted-roof , single-Si, laminated, integrated, on roof,991.32
"market for electricity, high voltage",PT,WEU,93, slanted-roof , single-Si, panel, mounted, on roof,991.32
"market for electricity, high voltage",PT,WEU,156, flat-roof , multi-Si, on roof,,,991.32
"market for electricity, high voltage",PT,WEU,156, flat-roof , single-Si, on roof,,,991.32
"market for electricity, high voltage",PT,WEU,570, open ground , CIS, on open ground,,,1171.76
"market for electricity, high voltage",PT,WEU,570, open ground , CdTe, on open ground,,,1211.26
"market for electricity, high voltage",PT,WEU,570, open ground , micro-Si, on open ground,,,1203.59
"market for electricity, high voltage",PT,WEU,570, open ground , multi-Si, on open ground,,,1203.59
"market for electricity, high voltage",PT,WEU,570, open ground , single-Si, on open ground,,,1203.59
"market for electricity, high voltage",PT,WEU,93, slanted-roof , multi-Si, laminated, integrated, on roof,991.32
"market for electricity, high voltage",PT,WEU,93, slanted-roof , multi-Si, panel, mounted, on roof,991.32
"market for electricity, high voltage",PT,WEU,93, slanted-roof , single-Si, laminated, integrated, on roof,991.32
"market for electricity, high voltage",PT,WEU,93, slanted-roof , single-Si, panel, mounted, on roof,991.32
"market for electricity, high voltage",PT,WEU,156, flat-roof , multi-Si, on roof,,,991.32
"market for electricity, high voltage",PT,WEU,156, flat-roof , single-Si, on roof,,,991.32
"market for electricity, high voltage",PT,WEU,570, open ground , CIS, on open ground,,,1171.76
"market for electricity, high voltage",PT,WEU,570, open ground , CdTe, on open ground,,,1211.26
"market for electricity, high voltage",PT,WEU,570, open ground , micro-Si, on open ground,,,1203.59
"market for electricity, high voltage",PT,WEU,570, open ground , multi-Si, on open ground,,,1203.59
"market for electricity, high voltage",PT,WEU,570, open ground , single-Si, on open ground,,,1203.59
"market for electricity, high voltage",PT,WEU,93, slanted-roof , multi-Si, laminated, integrated, on roof,991.32
"market for electricity, high voltage",PT,WEU,93, slanted-roof , multi-Si, panel, mounted, on roof,991.32
"market for electricity, high voltage",PT,WEU,93, slanted-roof , single-Si, laminated, integrated, on roof,991.32
"market for electricity, high voltage",PT,WEU,93, slanted-roof , single-Si, panel, mounted, on roof,991.32
"market for electricity, high voltage",PT,WEU,156, flat-roof , multi-Si, on roof,,,991.32
"market for electricity, high voltage",PT,WEU,156, flat-roof , single-Si, on roof,,,991.32
"market for electricity, high voltage",PT,WEU,570, open ground , CIS, on open ground,,,1171.76
"market for electricity, high voltage",PT,WEU,570, open ground , CdTe, on open ground,,,1211.26
"market for electricity, high voltage",PT,WEU,570, open ground , micro-Si, on open ground,,,1203.59
"market for electricity, high voltage",PT,WEU,570, open ground , multi-Si, on open ground,,,1203.59
"market for electricity, high voltage",PT,WEU,570, open ground , single-Si, on open ground,,,1203.59
"market for electricity, high voltage",PT,WEU,93, slanted-roof , multi-Si, laminated, integrated, on roof,991.32
"market for electricity, high voltage",PT,WEU,93, slanted-roof , multi-Si, panel, mounted, on roof,991.32
"market for electricity, high voltage",PT,WEU,93, slanted-roof , single-Si, laminated, integrated, on roof,991.32
"market for electricity, high voltage",PT,WEU,93, slanted-roof , single-Si, panel, mounted, on roof,991.32
"market for electricity, high voltage",PT,WEU,156, flat-roof , multi-Si, on roof,,,991.32
"market for electricity, high voltage",PT,WEU,156, flat-roof , single-Si, on roof,,,991.32
"market for electricity, high voltage",PT,WEU,570, open ground , CIS, on open ground,,,1171.76
"market for electricity, high voltage",PT,WEU,570, open ground , CdTe, on open ground,,,1211.26
"market for electricity, high voltage",PT,WEU,570, open ground , micro-Si, on open ground,,,1203.59
"market for electricity, high voltage",PT,WEU,570, open ground , multi-Si, on open ground,,,1203.59
"market for electricity, high voltage",PT,WEU,570, open ground , single-Si, on open ground,,,1203.59
"market for electricity, high voltage",PT,WEU,93, slanted-roof , multi-Si, laminated, integrated, on roof,991.32
"market for electricity, high voltage",PT,WEU,93, slanted-roof , multi-Si, panel, mounted, on roof,991.32
"market for electricity, high voltage",PT,WEU,93, slanted-roof , single-Si, laminated, integrated, on roof,991.32
"market for electricity, high voltage",PT,WEU,93, slanted-roof , single-Si, panel, mounted, on roof,991.32
"market for electricity, high voltage",CN-CCG,CHN,156, flat-roof , multi-Si, on roof,,,1145.64
"market for electricity, high voltage",CN-CCG,CHN,156, flat-roof , single-Si, on roof,,,1145.64
"market for electricity, high voltage",CN-CCG,CHN,570, open ground , CIS, on open ground,,,1353.36
"market for electricity, high voltage",CN-CCG,CHN,570, open ground , CdTe, on open ground,,,1360.47
"market for electricity, high voltage",CN-CCG,CHN,570, open ground , micro-Si, on open ground,,,1368.54
"market for electricity, high voltage",CN-CCG,CHN,570, open ground , multi-Si, on open ground,,,1368.54
"market for electricity, high voltage",CN-CCG,CHN,570, open ground , single-Si, on open ground,,,1368.54
"market for electricity, high voltage",CN-CCG,CHN,93, slanted-roof , multi-Si, laminated, integrated, on roof,1145.64
"market for electricity, high voltage",CN-CCG,CHN,93, slanted-roof , multi-Si, panel, mounted, on roof,1145.64
"market for electricity, high voltage",CN-CCG,CHN,93, slanted-roof , single-Si, laminated, integrated, on roof,1145.64
"market for electricity, high voltage",CN-CCG,CHN,93, slanted-roof , single-Si, panel, mounted, on roof,1145.64
"market for electricity, high voltage",GA,WAF,156, flat-roof , multi-Si, on roof,,,1640.68
"market for electricity, high voltage",GA,WAF,156, flat-roof , single-Si, on roof,,,1640.68
"market for electricity, high voltage",GA,WAF,570, open ground , CIS, on open ground,,,1764.47
"market for electricity, high voltage",GA,WAF,570, open ground , CdTe, on open ground,,,1889.84
"market for electricity, high voltage",GA,WAF,570, open ground , micro-Si, on open ground,,,1774.0
"market for electricity, high voltage",GA,WAF,570, open ground , multi-Si, on open ground,,,1774.0
"market for electricity, high voltage",GA,WAF,570, open ground , single-Si, on open ground,,,1774.0
"market for electricity, high voltage",GA,WAF,93, slanted-roof , multi-Si, laminated, integrated, on roof,1640.68
"market for electricity, high voltage",GA,WAF,93, slanted-roof , multi-Si, panel, mounted, on roof,1640.68
"market for electricity, high voltage",GA,WAF,93, slanted-roof , single-Si, laminated, integrated, on roof,1640.68
"market for electricity, high voltage",GA,WAF,93, slanted-roof , single-Si, panel, mounted, on roof,1640.68
"market for electricity, low voltage",NA,RSAF,3, slanted-roof , CIS, laminated, integrated, on roof,1605.11
"market for electricity, low voltage",NA,RSAF,3, slanted-roof , CdTe, panel, mounted, on roof,1726.37
"market for electricity, low voltage",NA,RSAF,3, slanted-roof , micro-Si, laminated, integrated, on roof,1576.85
"market for electricity, low voltage",NA,RSAF,3, slanted-roof , micro-Si, panel, mounted, on roof,1576.85
"market for electricity, low voltage",NA,RSAF,3, facade , multi-Si, laminated, integrated, at building,541.69
"market for electricity, low voltage",NA,RSAF,3, facade , multi-Si, panel, mounted, at building,541.69
"market for electricity, low voltage",NA,RSAF,3, facade , single-Si, laminated, integrated, at building,541.69
"market for electricity, low voltage",NA,RSAF,3, facade , single-Si, panel, mounted, at building,541.69
"market for electricity, low voltage",NA,RSAF,3, flat-roof , multi-Si, on roof,,,1576.85
"market for electricity, low voltage",NA,RSAF,3, flat-roof , single-Si, on roof,,,1576.85
"market for electricity, low voltage",NA,RSAF,3, slanted-roof , CIS, panel, mounted, on roof,1605.11
"market for electricity, low voltage",NA,RSAF,3, slanted-roof , CdTe, laminated, integrated, on roof,1726.37
"market for electricity, low voltage",NA,RSAF,3, slanted-roof , multi-Si, laminated, integrated, on roof,1576.85
"market for electricity, low voltage",NA,RSAF,3, slanted-roof , multi-Si, panel, mounted, on roof,1576.85
"market for electricity, low voltage",NA,RSAF,3, slanted-roof , single-Si, laminated, integrated, on roof,1576.85
"market for electricity, low voltage",NA,RSAF,3, slanted-roof , single-Si, panel, mounted, on roof,1576.85
"market for electricity, low voltage",GT,RCAM,3, slanted-roof , CIS, laminated, integrated, on roof,1444.09
"market for electricity, low voltage",GT,RCAM,3, slanted-roof , CdTe, panel, mounted, on roof,1514.52
"market for electricity, low voltage",GT,RCAM,3, slanted-roof , micro-Si, laminated, integrated, on roof,1426.29
"market for electricity, low voltage",GT,RCAM,3, slanted-roof , micro-Si, panel, mounted, on roof,1426.29
"market for electricity, low voltage",GT,RCAM,3, facade , multi-Si, laminated, integrated, at building,760.66
"market for electricity, low voltage",GT,RCAM,3, facade , multi-Si, panel, mounted, at building,760.66
"market for electricity, low voltage",GT,RCAM,3, facade , single-Si, laminated, integrated, at building,760.66
"market for electricity, low voltage",GT,RCAM,3, facade , single-Si, panel, mounted, at building,760.66
"market for electricity, low voltage",GT,RCAM,3, flat-roof , multi-Si, on roof,,,1426.29
"market for electricity, low voltage",GT,RCAM,3, flat-roof , single-Si, on roof,,,1426.29
"market for electricity, low voltage",GT,RCAM,3, slanted-roof , CIS, panel, mounted, on roof,1444.09
